"","ENTITY","TOTAL","UNIQUE","year"
"2001.196","CanicattÏ",3,3,2001
"2001.197","Giustizia",3,3,2001
"2001.198","Argo",3,3,2001
"2001.199","Guadagna",3,3,2001
"2001.200","CEE",3,3,2001
"2001.201","Pietro AGLIERI",3,3,2001
"2001.202","Mezzogiorno",3,3,2001
"2001.203","Mazara",3,3,2001
"2001.204","SR",3,3,2001
"2001.205","Termini Imerese",3,3,2001
"2001.206","S. Maria Capua Vetere",3,3,2001
"2001.207","C.E.",3,3,2001
"2001.208","Brasile",3,3,2001
"2001.209","Iniziativa Centro Europea",3,3,2001
"2001.210","TORRE",3,3,2001
"2001.211","Emilia Romagna",3,3,2001
"2001.212","SA",3,3,2001
"2001.213","Bologna",3,3,2001
"2001.214","D.D.A.",3,3,2001
"2001.215","RG",3,3,2001
"2001.216","AUSILIO",3,3,2001
"2001.217","ESPOSITO",3,3,2001
"2001.218","Prefetture",3,3,2001
"2001.219","Protocolli",3,3,2001
"2001.220","DIOMEDE",3,3,2001
"2001.221","CUOMO Gerardo",3,3,2001
"2001.222","Organismi",3,3,2001
"2001.223","Interforze",3,3,2001
"2001.224","Funzionari",3,3,2001
"2001.225","LAGO",3,3,2001
"2001.226","Maestrale",3,3,2001
"2001.227","Gaetano BADALAMENTI",3,3,2001
"2001.228","Belmonte Mezzagno",3,3,2001
"2001.229","Ametista",3,2,2001
"2001.230","Iridium",3,2,2001
"2001.231","VITALE",3,2,2001
"2001.232","GAETA",3,2,2001
"2001.233","Direttiva",3,2,2001
"2001.234","Dipartimento",3,2,2001
"2001.235","Crna Gora",3,2,2001
"2001.236","Collegamenti",3,2,2001
"2001.237","CONTINI",3,2,2001
"2001.238","deII",3,2,2001
"2001.239","DIANA",3,2,2001
"2001.240","Artemide",3,2,2001
"2001.241","GUARNERI",3,2,2001
"2001.242","Velocit‡",3,2,2001
"2001.243","Gun",3,2,2001
"2001.244","Raffaele",3,1,2001
"2001.245","TOCCO",3,1,2001
"2001.246","NATIONAL",3,1,2001
"2001.247","GIUFFRE",3,1,2001
"2001.248","Borgo",3,1,2001
"2001.249","Ordinamento",3,1,2001
"2001.250","ZAGARIA",3,1,2001
"2001.251","UE",3,1,2001
"2001.252","MALLARDO",3,1,2001
"2002.1","DIA",111,111,2002
"2002.2","Italia",77,72,2002
"2002.3","Paesi",68,65,2002
"2002.4","Polizia",61,55,2002
"2002.5","Provincia",59,58,2002
"2002.6","Forze",48,47,2002
"2002.7","Napoli",47,47,2002
"2002.8","Unione",42,7,2002
"2002.9","Europea",42,5,2002
"2002.10","Calabria",41,17,2002
"2002.11","Direzione",37,26,2002
"2002.12","Unione Europea",32,32,2002
"2002.13","Bari",32,32,2002
"2002.14","Puglia",32,32,2002
"2002.15","Reggio",31,8,2002
"2002.16","Operazione",30,20,2002
"2002.17","Giuseppe",30,6,2002
"2002.18","DE",27,7,2002
"2002.19","San",26,2,2002
"2002.20","Milano",24,24,2002
"2002.21","Lecce",24,23,2002
"2002.22","U.",24,18,2002
"2002.23","Autorit‡",24,16,2002
"2002.24","Reggio Calabria",23,23,2002
"2002.25","Albania",23,23,2002
"2002.26","Europa",23,20,2002
"2002.27","Direttore",22,14,2002
"2002.28","Antonio",22,2,2002
"2002.29","Tribunale",21,21,2002
"2002.30","Campania",21,21,2002
"2002.31","Centro",20,1,2002
"2002.32","Operativo",20,1,2002
"2002.33","N.",19,16,2002
"2002.34","Caserta",18,18,2002
"2002.35","Messina",18,16,2002
"2002.36","Francesco",18,5,2002
"2002.37","Lazio",17,17,2002
"2002.38","Catania",17,17,2002
"2002.39","Lombardia",17,17,2002
"2002.40","Avellino",17,17,2002
"2002.41","Olanda",17,16,2002
"2002.42","Repubblica",17,15,2002
"2002.43","Foggia",16,15,2002
"2002.44","Vincenzo",16,7,2002
"2002.45","Salvatore",16,3,2002
"2002.46","Toscana",15,15,2002
"2002.47","Siracusa",15,15,2002
"2002.48","Taranto",15,15,2002
"2002.49","Ministero",15,14,2002
"2002.50","Sicurezza",15,8,2002
"2002.51","PARISI",15,8,2002
"2002.52","Giovanni",15,4,2002
"2002.53","EUROPOL",14,13,2002
"2002.54","Benevento",14,13,2002
"2002.55","Capo",14,11,2002
"2002.56","CAVA",14,11,2002
"2002.57","Michele",14,5,2002
"2002.58","Centro Operativo",13,13,2002
"2002.59","Sicilia",13,13,2002
"2002.60","Francia",13,13,2002
"2002.61","NA",13,13,2002
"2002.62","Cosenza",13,13,2002
"2002.63","Penisola",13,13,2002
"2002.64","Adriatico",12,12,2002
"2002.65","Piemonte",12,12,2002
"2002.66","T.",12,12,2002
"2002.67","Liguria",12,12,2002
"2002.68","Spagna",12,11,2002
"2002.69","Criminalit‡",12,10,2002
"2002.70","America",12,8,2002
"2002.71","Luigi",12,4,2002
"2002.72","Dl",12,4,2002
"2002.73","Generale",12,3,2002
"2002.74","Palermo",11,11,2002
"2002.75","Caltanissetta",11,11,2002
"2002.76","Brindisi",11,11,2002
"2002.77","Marche",11,11,2002
"2002.78","UE",11,9,2002
"2002.79","Unita",11,1,2002
"2002.80","RC",10,10,2002
"2002.81","Salerno",10,10,2002
"2002.82","GRAZIANO",10,9,2002
"2002.83","Giustizia",10,9,2002
"2002.84","Ii",10,6,2002
"2002.85","Vito",10,3,2002
"2002.86","Antimafia",10,3,2002
"2002.87","Programma",10,2,2002
"2002.88","Lorenzo",10,1,2002
"2002.89","Gela",9,9,2002
"2002.90","Sacra Corona Unita",9,9,2002
"2002.91","Uf",9,9,2002
"2002.92","D.I.A.",9,9,2002
"2002.93","Trapani",9,9,2002
"2002.94","PROVENZANO",9,4,2002
"2002.95","Emilia",9,4,2002
"2002.96","Servizi",9,4,2002
"2002.97","MADONIA",9,4,2002
"2002.98","S.",9,1,2002
"2002.99","ARENA",8,8,2002
"2002.100","Euro",8,8,2002
"2002.101","Forganizzazione",8,8,2002
"2002.102","Autorit‡ Giudiziaria",8,8,2002
"2002.103","Enna",8,8,2002
"2002.104","Crotone",8,8,2002
"2002.105","Palemio",8,8,2002
"2002.106","Russia",8,8,2002
"2002.107","Veneto",8,8,2002
"2002.108","Interforze",8,8,2002
"2002.109","Catanzaro",8,7,2002
"2002.110","Q.",8,7,2002
"2002.111","Firenze",8,7,2002
"2002.112","Salemo",8,7,2002
"2002.113","Organismi",8,6,2002
"2002.114","Commissione",8,6,2002
"2002.115","Territoriali",8,5,2002
"2002.116","GIULIANO",8,5,2002
"2002.117","Centri",8,3,2002
"2002.118","Angelo",8,3,2002
"2002.119","Azione",8,2,2002
"2002.120","Affari",8,1,2002
"2002.121","Valentia",8,1,2002
"2002.122","Gioia",8,1,2002
"2002.123","Vibo",8,1,2002
"2002.124","Intemo",7,7,2002
"2002.125","Genova",7,7,2002
"2002.126","Govemo",7,7,2002
"2002.127","GAFI",7,7,2002
"2002.128","Trieste",7,7,2002
"2002.129","Tribunali",7,7,2002
"2002.130","Germania",7,7,2002
"2002.131","Quindici",7,7,2002
"2002.132","GIP",7,7,2002
"2002.133","Grecia",7,7,2002
"2002.134","P.S.",7,7,2002
"2002.135","….",7,7,2002
"2002.136","ESPOSITO",7,7,2002
"2002.137","Gioia Tauro",7,7,2002
"2002.138","Vibo Valentia",7,7,2002
"2002.139","SECONDIGLIANO",7,7,2002
"2002.140","Unit‡",7,6,2002
"2002.141","NARDO",7,6,2002
"2002.142","Legge",7,6,2002
"2002.143","Procuratore",7,6,2002
"2002.144","CAMORRA",7,6,2002
"2002.145","Progetto",7,5,2002
"2002.146","SARNO",7,5,2002
"2002.147","TOMA",7,5,2002
"2002.148","Sindaco",7,5,2002
"2002.149","G.",7,4,2002
"2002.150","Sant",7,2,2002
"2002.151","Pasquale",7,2,2002
"2002.152","Antonino",7,1,2002
"2002.153","Nord",7,1,2002
"2002.154","Mezzogiorno",6,6,2002
"2002.155","Triveneto",6,6,2002
"2002.156","CASALESI",6,6,2002
"2002.157","Mezzogiomo",6,6,2002
"2002.158","Prefetto",6,6,2002
"2002.159","CE",6,6,2002
"2002.160","Uniti",6,6,2002
"2002.161","Prato",6,6,2002
"2002.162","Istituzioni",6,6,2002
"2002.163","H.",6,6,2002
"2002.164","Azione Finanziaria",6,6,2002
"2002.165","Comune",6,6,2002
"2002.166","Agrigento",6,6,2002
"2002.167","Padova",6,6,2002
"2002.168","Ministri",6,6,2002
"2002.169","Dipartimento",6,5,2002
"2002.170","Est",6,5,2002
"2002.171","Comitato",6,5,2002
"2002.172","Matteo",6,4,2002
"2002.173","RIINA",6,4,2002
"2002.174","F.",6,4,2002
"2002.175","SINESI",6,4,2002
"2002.176","GRIMALDI",6,3,2002
"2002.177","Paolo",6,3,2002
"2002.178","Ciro",6,3,2002
"2002.179","Valle",6,2,2002
"2002.180","Unito",6,2,2002
"2002.181","Operativi",6,2,2002
"2002.182","Gaetano",6,2,2002
"2002.183","Bemardo",6,1,2002
"2002.184","Lamezia",6,1,2002
"2002.185","D.l.",5,5,2002
"2002.186","Turchia",5,5,2002
"2002.187","BKA",5,5,2002
"2002.188","W.",5,5,2002
"2002.189","Procuratori",5,5,2002
"2002.190","Ponticelli",5,5,2002
"2002.191","Sele",5,5,2002
"2002.192","Salento",5,5,2002
"2002.193","MANCUSO",5,5,2002
"2002.194","KATAI",5,5,2002
"2002.195","V.",5,5,2002
"2002.196","UTG",5,5,2002
"2002.197","T.L.E.",5,5,2002
"2002.198","ALLEANZA",5,5,2002
"2002.199","Isola",5,5,2002
"2002.200","PARISI Savino",5,5,2002
"2002.201","Piana",5,5,2002
"2002.202","Ragusa",5,5,2002
"2002.203","Emilia Romagna",5,5,2002
"2002.204","Altre",5,5,2002
"2002.205","Giuseppe MADONIA",5,5,2002
"2002.206","G.I.P.",5,5,2002
"2002.207","D.l.A.",5,5,2002
"2002.208","Territoriale",5,5,2002
"2002.209","Servizi Centrali",5,5,2002
"2002.210","Monopoli",5,5,2002
"2002.211","Bemardo PROVENZANO",5,5,2002
"2002.212","Opissowa",5,5,2002
"2002.213","ASCIONE",5,5,2002
"2002.214","Banca",5,5,2002
"2002.215","Ordine",5,5,2002
"2002.216","Volume",5,5,2002
"2002.217","CINIERI",5,4,2002
"2002.218","LAURO",5,4,2002
"2002.219","J.",5,4,2002
"2002.220","POTENZA",5,4,2002
"2002.221","INTERNO",5,4,2002
"2002.222","Aversa",5,4,2002
"2002.223","Membri",5,3,2002
"2002.224","Arco",5,3,2002
"2002.225","TORRE",5,3,2002
"2002.226","Caudina",5,2,2002
"2002.227","Amministrazioni",5,2,2002
"2002.228","Ordinamento",5,2,2002
"2002.229","Pietro",5,2,2002
"2002.230","Roberto",5,1,2002
"2002.231","Centrale",5,1,2002
"2002.232","Vice",5,1,2002
"2002.233","Severo",5,1,2002
"2002.234","Cerignola",4,4,2002
"2002.235","DDA",4,4,2002
"2002.236","TAMBURO",4,4,2002
"2002.237","MODEO",4,4,2002
"2002.238","Ucraina",4,4,2002
"2002.239","Lamezia Terme",4,4,2002
"2002.240","Spartacus",4,4,2002
"2002.241","Istituti",4,4,2002
"2002.242","Globo",4,4,2002
"2002.243","GRAVIANO",4,4,2002
"2002.244","Direttiva",4,4,2002
"2002.245","Presidenza",4,4,2002
"2002.246","TRIGILA",4,4,2002
"2002.247","Sessa Aurunca",4,4,2002
"2002.248","Noto",4,4,2002
"2002.249","Monfalcone",4,4,2002
"2002.250","Basilicata",4,4,2002
"2002.251","Olimpia",4,4,2002
"2002.252","Bologna",4,4,2002
"2002.253","Funzionari",4,4,2002
"2002.254","Samo",4,4,2002
"2002.255","San Severo",4,4,2002
"2002.256","UNE",4,4,2002
"2002.257","Portici",4,4,2002
"2002.258","Centri Operativi",4,4,2002
"2002.259","Bagnoli",4,4,2002
"2002.260","Pubblica Sicurezza",4,4,2002
"2002.261","Lma",4,4,2002
"2002.262","Lione",4,4,2002
"2002.263","AV",4,4,2002
"2002.264","Lentini",4,4,2002
"2002.265","ALVARO",4,4,2002
"2002.266","Lyon Group",4,4,2002
"2002.267","PAGNOZZI",4,4,2002
"2002.268","Sviluppo",4,4,2002
"2002.269","PESCE",4,4,2002
"2002.270","ASTUP",4,4,2002
"2002.271","Forcella",4,4,2002
"2002.272","RUSSO",4,4,2002
"2002.273","Conferenze",4,4,2002
"2002.274","Property",4,4,2002
"2002.275","Relazione",4,4,2002
"2002.276","Finanza",4,4,2002
"2002.277","Romano",4,3,2002
"2002.278","TORNESE",4,3,2002
"2002.279","Palenno",4,3,2002
"2002.280","Aldo",4,3,2002
"2002.281","BELSOLE",4,3,2002
"2002.282","VINCENTI",4,3,2002
"2002.283","Enti",4,3,2002
"2002.284","ORSO",4,3,2002
"2002.285","CERFEDA",4,3,2002
"2002.286","M.",4,3,2002
"2002.287","Direttore Generale",4,2,2002
"2002.288","ROGOLI",4,2,2002
"2002.289","Danubio",4,2,2002
"2002.290","Cambi",4,2,2002
"2002.291","Rizzuto",4,2,2002
"2002.292","Dario",4,2,2002
"2002.293","Gallo",4,2,2002
"2002.294","R.",4,2,2002
"2002.295","DE FEO",4,2,2002
"2002.296","ALFIERI",4,2,2002
"2002.297","P.",4,2,2002
"2002.298","Vigilanza",4,2,2002
"2002.299","Amministrazione",4,2,2002
"2002.300","Italiano",4,2,2002
"2002.301","Carmine",4,2,2002
"2002.302","Police",4,1,2002
"2002.303","Risorse",4,1,2002
"2002.304","Antima",4,1,2002
"2002.305","Esteri",4,1,2002
"2002.306","Bretagna",4,1,2002
"2002.307","Pubblici",4,1,2002
"2002.308","Sud",4,1,2002
"2002.309","Sezioni",4,1,2002
"2002.310","Gran",4,1,2002
"2002.311","MARESCA",4,1,2002
"2002.312","Malta",3,3,2002
"2002.313","GIOCO",3,3,2002
"2002.314","Africa",3,3,2002
"2002.315","Struttura",3,3,2002
"2002.316","FAZZARI",3,3,2002
"2002.317","Regioni",3,3,2002
"2002.318","URSS",3,3,2002
"2002.319","ex-URSS",3,3,2002
"2002.320","Svizzera",3,3,2002
"2002.321","Ungheria",3,3,2002
"2002.322","Limbadi",3,3,2002
"2002.323","Umbria",3,3,2002
"2002.324","MATERA",3,3,2002
"2002.325","Guemsey",3,3,2002
"2002.326","IM",3,3,2002
"2002.327","ANAS",3,3,2002
"2002.328","Ancona",3,3,2002
"2002.329","Direzione Centrale",3,3,2002
"2002.330","Dl LORENZO Gaetano",3,3,2002
"2002.331","Colombia",3,3,2002
"2002.332","Claudia",3,3,2002
"2002.333","Treviso",3,3,2002
"2002.334","FARAO",3,3,2002
"2002.335","Aquile",3,3,2002
"2002.336","Camo",3,3,2002
"2002.337","Piani",3,3,2002
"2002.338","Z.",3,3,2002
"2002.339","Brancaccio",3,3,2002
"2002.340","AGLIERI",3,3,2002
"2002.341","VLADA",3,3,2002
"2002.342","Belgio",3,3,2002
"2002.343","TIR",3,3,2002
"2002.344","Banda",3,3,2002
"2002.345","Uffici Territoriali",3,3,2002
"2002.346","Austria",3,3,2002
"2002.347","Assemblea",3,3,2002
"2002.348","Scafati",3,3,2002
"2002.349","Santapaola",3,3,2002
"2002.350","Sanremo",3,3,2002
"2002.351","Sanit‡",3,3,2002
"2002.352","Accordi",3,3,2002
"2002.353","SA",3,3,2002
"2002.354","Bucciano",3,3,2002
"2002.355","ROMEO",3,3,2002
"2002.356","Romania",3,3,2002
"2002.357","Cariati",3,3,2002
"2002.358","Casale",3,3,2002
"2002.359","Rimini",3,3,2002
"2002.360","Stabia",3,3,2002
"2002.361","CL",3,3,2002
"2002.362","Questura",3,3,2002
"2002.363","Giuseppe GUTTADAURO",3,3,2002
"2002.364","Surbo",3,3,2002
"2002.365","Cutro",3,3,2002
"2002.366","D.D.A.",3,3,2002
"2002.367","Prefetti",3,3,2002
"2002.368","Aosta",3,3,2002
"2002.369","Ercolano",3,3,2002
"2002.370","PICCOLO",3,3,2002
"2002.371","Affari Interni",3,3,2002
"2002.372","Affari Esteri",3,3,2002
"2002.373","Federale",3,3,2002
"2002.374","Terzigno",3,3,2002
"2002.375","VOLLARO",3,3,2002
"2002.376","Pesaro",3,3,2002
"2002.377","Partenariato",3,3,2002
"2002.378","Parigi",3,3,2002
"2002.379","PANELLA",3,3,2002
"2002.380","Pagani",3,3,2002
"2002.381","Trasporti",3,3,2002
"2002.382","Verona",3,3,2002
"2002.383","Jugoslavia",3,3,2002
"2002.384","Andrea",3,3,2002
"2002.385","NUCERA",3,3,2002
"2002.386","Usa",3,3,2002
"2002.387","Aja",3,3,2002
"2002.388","Lucera",3,3,2002
"2002.389","Magliana",3,3,2002
"2002.390","Abruzzo",3,3,2002
"2002.391","Monolithos",3,3,2002
"2002.392","MOLLICA",3,3,2002
"2002.393","Mesagnesi",3,3,2002
"2002.394","UFP",3,3,2002
"2002.395","Furia",3,3,2002
"2002.396","Valle Caudina",3,3,2002
"2002.397","A.G.",3,3,2002
"2002.398","Sicurezza Pubblica",3,3,2002
"2002.399","Sezioni Operative",3,3,2002
"2002.400","Gruppi",3,3,2002
"2002.401","BLOM",3,3,2002
"2002.402","Lm",3,3,2002
"2002.403","SCHIAVONE Francesco",3,3,2002
"2002.404","San Lorenzo",3,3,2002
"2002.405","LAGO",3,3,2002
"2002.406","Kg",3,3,2002
"2002.407","San Giovanni Rotondo",3,3,2002
"2002.408","Antonino GIUFFR»",3,3,2002
"2002.409","Gorizia",3,3,2002
"2002.410","Cassino",3,3,2002
"2002.411","Castellammare",3,3,2002
"2002.412","Decreto",3,3,2002
"2002.413","I.P.",3,3,2002
"2002.414","Vicenza",3,3,2002
"2002.415","Guardia",3,3,2002
"2002.416","Goti",3,3,2002
"2002.417","Gran Bretagna",3,3,2002
"2002.418","Conserva",3,3,2002
"2002.419","Madrid",3,2,2002
"2002.420","Regno Unito",3,2,2002
"2002.421","REALE",3,2,2002
"2002.422","Gennania",3,2,2002
"2002.423","Asia",3,2,2002
"2002.424","Forum",3,2,2002
"2002.425","¿.",3,2,2002
"2002.426","Appalti",3,2,2002
"2002.427","Agata",3,2,2002
"2002.428","Rocco",3,2,2002
"2002.429","TAV",3,2,2002
"2002.430","Organizzata",3,2,2002
"2002.431","COZZOLINO",3,2,2002
"2002.432","Maria",3,2,2002
"2002.433","BIDOGNETTI",3,2,2002
"2002.434","MORABITO",3,2,2002
"2002.435","Piano",3,2,2002
"2002.436","Presidente",3,2,2002
"2002.437","MUOLO",3,2,2002
"2002.438","Infrastrutture",3,2,2002
"2002.439","Distrettuale Antimafia",3,2,2002
"2002.440","POLDER",3,1,2002
"2002.441","PHARE",3,1,2002
"2002.442","Conferenza",3,1,2002
"2002.443","Suprema",3,1,2002
"2002.444","COCO",3,1,2002
"2002.445","Giorgio",3,1,2002
"2002.446","Villa",3,1,2002
"2002.447","Idriche",3,1,2002
"2002.448","Alpino",3,1,2002
"2002.449","Picco",3,1,2002
"2002.450","Spagnoli",3,1,2002
"2002.451","Velocit‡",3,1,2002
"2002.452","Interpol",3,1,2002
"2002.453","Operazioni",3,1,2002
"2002.454","NATALE",3,1,2002
"2002.455","Rosario",3,1,2002
"2002.456","Litemo",3,1,2002
"2002.457","TROVATO",3,1,2002
"2002.458","Criminale",3,1,2002
"2002.459","Procura",3,1,2002
"2002.460","DENARO",3,1,2002
"2002.461","BAGARELLA",3,1,2002
"2002.462","Alto",3,1,2002
"2002.463","Marina",3,1,2002
"2002.464","MARTINO",3,1,2002
"2003.1","DIA",162,160,2003
"2003.2","Paesi",80,74,2003
"2003.3","Italia",69,61,2003
"2003.4","Direzione",64,51,2003
"2003.5","Polizia",56,42,2003
"2003.6","Bari",55,54,2003
"2003.7","Giuseppe",55,16,2003
"2003.8","Francesco",52,15,2003
"2003.9","Forze",49,49,2003
"2003.10","Napoli",49,48,2003
"2003.11","Calabria",48,25,2003
"2003.12","Antonio",47,15,2003
"2003.13","San",47,1,2003
"2003.14","Unione",45,16,2003
"2003.15","V.",42,40,2003
"2003.16","DE",42,10,2003
"2003.17","Provincia",40,40,2003
"2003.18","W.",39,35,2003
"2003.19","Giovanni",38,11,2003
"2003.20","Catania",36,35,2003
"2003.21","Autorit‡",36,27,2003
"2003.22","Centro",36,9,2003
"2003.23","Europea",36,6,2003
"2003.24","Operazione",35,12,2003
"2003.25","Tribunale",33,33,2003
"2003.26","Vincenzo",33,8,2003
"2003.27","Sicilia",32,29,2003
"2003.28","M.",32,28,2003
"2003.29","Operativo",32,2,2003
"2003.30","Puglia",29,28,2003
"2003.31","Salvatore",29,5,2003
"2003.32","Europa",28,25,2003
"2003.33","Reggio",28,6,2003
"2003.34","U.",27,12,2003
"2003.35","Luigi",27,8,2003
"2003.36","Lecce",26,26,2003
"2003.37","Centro Operativo",26,26,2003
"2003.38","Unione Europea",26,25,2003
"2003.39","Capo",26,14,2003
"2003.40","J.",24,23,2003
"2003.41","Campania",24,23,2003
"2003.42","Q.",24,22,2003
"2003.43","Direttore",23,17,2003
"2003.44","Michele",23,8,2003
"2003.45","Nicola",23,6,2003
"2003.46","Ministero",22,21,2003
"2003.47","S.",22,10,2003
"2003.48","Palermo",21,21,2003
"2003.49","Comune",21,20,2003
"2003.50","Repubblica",21,19,2003
"2003.51","CE",20,20,2003
"2003.52","Lombardia",20,20,2003
"2003.53","R.",20,16,2003
"2003.54","N.",20,16,2003
"2003.55","Brindisi",19,18,2003
"2003.56","….",19,17,2003
"2003.57","H.",19,16,2003
"2003.58","SARNO",19,15,2003
"2003.59","PARISI",19,12,2003
"2003.60","Messina",19,11,2003
"2003.61","Finanza",18,18,2003
"2003.62","G.",18,11,2003
"2003.63","Paolo",18,4,2003
"2003.64","Domenico",18,4,2003
"2003.65","Valentia",18,3,2003
"2003.66","Vibo",18,3,2003
"2003.67","Milano",17,16,2003
"2003.68","Ciro",17,2,2003
"2003.69","CASALESI",16,16,2003
"2003.70","Avellino",16,16,2003
"2003.71","MAZZEI",16,16,2003
"2003.72","T.",16,15,2003
"2003.73","Criminalit‡",16,15,2003
"2003.74","RC",16,14,2003
"2003.75","Reggio Calabria",16,12,2003
"2003.76","Carabinieri",16,12,2003
"2003.77","ASCIONE",16,10,2003
"2003.78","Antimafia",16,9,2003
"2003.79","Siracusa",15,15,2003
"2003.80","SECONDIGLIANO",15,15,2003
"2003.81","Foggia",15,14,2003
"2003.82","Gruppi",15,12,2003
"2003.83","CERFEDA",15,10,2003
"2003.84","Raffaele",15,5,2003
"2003.85","Alta",15,4,2003
"2003.86","Pasquale",15,3,2003
"2003.87","Caserta",14,14,2003
"2003.88","Uf",14,14,2003
"2003.89","CAVA",14,13,2003
"2003.90","Vibo Valentia",14,13,2003
"2003.91","BIRRA",14,13,2003
"2003.92","F.",14,12,2003
"2003.93","NARDO",14,10,2003
"2003.94","Russo",14,8,2003
"2003.95","Territoriali",14,7,2003
"2003.96","REGIONE",14,6,2003
"2003.97","Taranto",13,13,2003
"2003.98","Guardia",13,13,2003
"2003.99","Caltanissetta",13,13,2003
"2003.100","D.D.A.",13,13,2003
"2003.101","Liguria",13,13,2003
"2003.102","DIOMEDE",13,12,2003
"2003.103","K.",13,11,2003
"2003.104","Salemo",13,10,2003
"2003.105","MISSO",13,8,2003
"2003.106","Torre",13,7,2003
"2003.107","Servizi",13,5,2003
"2003.108","P.",13,5,2003
"2003.109","ESPOSITO",13,4,2003
"2003.110","Piemonte",12,11,2003
"2003.111","Ponte",12,10,2003
"2003.112","MANCUSO",12,10,2003
"2003.113","UE",12,10,2003
"2003.114","Europol",12,9,2003
"2003.115","LAURO",12,8,2003
"2003.116","Ufficio",12,7,2003
"2003.117","Mario",12,5,2003
"2003.118","Sud",12,5,2003
"2003.119","America",12,5,2003
"2003.120","Filippo",12,3,2003
"2003.121","Emilia",12,2,2003
"2003.122","Opere",12,1,2003
"2003.123","FELICE",12,1,2003
"2003.124","Sebastiano",12,1,2003
"2003.125","Y.",11,11,2003
"2003.126","Infrastrutture",11,11,2003
"2003.127","GIP",11,11,2003
"2003.128","Banca",11,11,2003
"2003.129","Govemo",11,11,2003
"2003.130","Veneto",11,11,2003
"2003.131","Stretto",11,11,2003
"2003.132","Est",11,10,2003
"2003.133","Procura",11,10,2003
"2003.134","Cosenza",11,10,2003
"2003.135","Francia",11,10,2003
"2003.136","Catanzaro",11,10,2003
"2003.137","ALLEANZA",11,10,2003
"2003.138","PAGNOZZI",11,8,2003
"2003.139","Angelo",11,7,2003
"2003.140","Uffici",11,4,2003
"2003.141","Maria",11,3,2003
"2003.142","Centri",11,2,2003
"2003.143","Operativi",11,1,2003
"2003.144","Rizzuto",11,1,2003
"2003.145","Benevento",10,10,2003
"2003.146","Penisola",10,10,2003
"2003.147","DDA",10,10,2003
"2003.148","Emilia Romagna",10,10,2003
"2003.149","P.S.",10,10,2003
"2003.150","Dipartimento",10,9,2003
"2003.151","POTENZA",10,9,2003
"2003.152","¿.",10,8,2003
"2003.153","Salerno",10,7,2003
"2003.154","Sant",10,6,2003
"2003.155","Isola",10,3,2003
"2003.156","Sicurezza",10,3,2003
"2003.157","Crotone",9,9,2003
"2003.158","Autorit‡ Giudiziaria",9,9,2003
"2003.159","Centri Operativi",9,9,2003
"2003.160","Euro",9,9,2003
"2003.161","Trasporti",9,9,2003
"2003.162","D.I.A.",9,9,2003
"2003.163","Lazio",9,9,2003
"2003.164","Direttiva",9,9,2003
"2003.165","Albania",9,9,2003
"2003.166","Relazione",9,9,2003
"2003.167","Prefetti",9,9,2003
"2003.168","LAUDANI",9,8,2003
"2003.169","Giustizia",9,8,2003
"2003.170","Procuratore",9,8,2003
"2003.171","Servizio",9,8,2003
"2003.172","Oriente",9,6,2003
"2003.173","TORCASIO",9,6,2003
"2003.174","Gennaro",9,4,2003
"2003.175","Savino",9,3,2003
"2003.176","Pietro",9,3,2003
"2003.177","Gaetano",9,2,2003
"2003.178","ROSA",9,1,2003
"2003.179","Grandi",9,1,2003
"2003.180","Valle",9,1,2003
"2003.181","Germania",8,8,2003
"2003.182","RIINA",8,8,2003
"2003.183","Grandi Opere",8,8,2003
"2003.184","Volume",8,8,2003
"2003.185","Ordine",8,8,2003
"2003.186","MONTANI",8,8,2003
"2003.187","URSS",8,8,2003
"2003.188","Caivano",8,8,2003
"2003.189","Spagna",8,8,2003
"2003.190","Cutro",8,8,2003
"2003.191","UIC",8,8,2003
"2003.192","Firenze",8,8,2003
"2003.193","Osservatorio",8,7,2003
"2003.194","Ponticelli",8,7,2003
"2003.195","Corte",8,7,2003
"2003.196","Italiano",8,7,2003
"2003.197","Rocca",8,7,2003
"2003.198","Reparto",8,7,2003
"2003.199","Ii",8,6,2003
"2003.200","PROVENZANO",8,4,2003
"2003.201","Dl",8,4,2003
"2003.202","Nord",8,4,2003
"2003.203","Nocera",8,4,2003
"2003.204","SINESI",8,4,2003
"2003.205","Carmine",8,3,2003
